Baccalaureate Institution,Current Institution,Field of Study,Year,Status
university of california irvine,university of southern california,Life Sciences - Neurosciences,2020,mention
university of nebraskalincoln,university of nebraskalincoln,Engineering - Mechanical Engineering,2020,mention
university of south florida,undecided,Psychology - Industrial/Organizational Psychology,2020,mention
university of san diego,stanford university,Life Sciences - Developmental Biology,2020,mention
university of pittsburgh​titusville,undecided,Psychology - Cognitive Psychology,2020,mention
university of massachusetts at dartmouth,oregon state university,Life Sciences - Ecology,2020,mention
university of vermont,undecided,Life Sciences - Microbial Biology,2020,mention
regis university,iowa state university,Life Sciences - Ecology,2020,mention
university of nevada las vegas,georgia institute of technology,Engineering - Bioengineering,2020,mention
kansas state university,kansas state university,Geosciences - Petrology,2020,mention
stanford university,stanford university,Comp/IS/Eng - other (specify) - Quantum Information and Computation,2020,mention
university of michigan  ann arbor,university of michigan  ann arbor,Engineering - Materials Engineering,2020,mention
cuny new york city college of technology,cuny new york city college of technology,Physics and Astronomy - Condensed Matter Physics,2020,mention
indian institute of technology madras,indian institute of technology madras,Materials Research - Electronic Materials,2020,mention
california state universitylong beach,west chester university of pennsylvania,Chemistry - Chemistry of Life Processes,2020,mention
university of california santa cruz,stanford university,Life Sciences - Systems and Molecular Biology,2020,mention
wellesley college,university of the district of columbia,Physics and Astronomy - Astronomy and Astrophysics,2020,mention
university of scranton,university of north carolina at chapel hill,Life Sciences - Bioinformatics and Computational Biology,2020,mention
cornell university,massachusetts institute of technology,Comp/IS/Eng - Algorithms and Theoretical Foundations,2020,mention
university of oklahoma,university of wisconsinmadison,Life Sciences - Biochemistry,2020,mention
university of maryland baltimore county,princeton university,Life Sciences - Neurosciences,2020,mention
university of california berkeley,university of san diego,Life Sciences - Microbial Biology,2020,mention
hampton university,duke university,Life Sciences - Neurosciences,2020,mention
ohio university,university of kentucky,Psychology - Developmental Psychology,2020,mention
university of massachusetts at amherst,university of california davis,Life Sciences - Microbial Biology,2020,mention
university of houston,yale university,Engineering - Materials Engineering,2020,mention
new mexico institute of mining  technology,arizona state university,Engineering - Electrical and Electronic Engineering,2020,mention
university of north carolina at charlotte,university of north carolina at charlotte,Engineering - Electrical and Electronic Engineering,2020,mention
middlebury college,university of maryland eastern shore,Psychology - Social Psychology,2020,mention
florida state university,university of michigan  ann arbor,Physics and Astronomy - Nuclear Physics,2020,mention
north carolina state university,university of colorado at boulder,Geosciences - Geophysics,2020,mention
harding university,undecided,Life Sciences - Neurosciences,2020,mention
bates technical college,harvard university,Psychology - Developmental Psychology,2020,mention
james madison university,undecided,Psychology - Cognitive Psychology,2020,mention
haverford college in pennsylvania,stanford university,Psychology - Social Psychology,2020,mention
middlebury college,undecided,Social Sciences - Economics,2020,mention
cornell university,massachusetts institute of technology,"Comp/IS/Eng - Formal Methods, Verification, and Programming Languages",2020,mention
university of north carolina at chapel hill,university of north carolina at chapel hill,Comp/IS/Eng - Computational Science and Engineering,2020,mention
hobart and william smith colleges,ohio university,Social Sciences - Sociology,2020,mention
oregon state university,university of california santa cruz,Life Sciences - Ecology,2020,mention
princeton university,northwestern university,Materials Research - Chemistry of Materials,2020,mention
university of texas at san antonio,west chester university of pennsylvania,Life Sciences - Developmental Biology,2020,mention
utah state university,university of utah,Life Sciences - Developmental Biology,2020,mention
university of california berkeley,undecided,Life Sciences - Developmental Biology,2020,mention
university of illinois at chicago,princeton university,Engineering - Aeronautical and Aerospace Engineering,2020,mention
georgia institute of technology,university of southern california,Chemistry - Chemical Synthesis,2020,mention
university of miami,university of miami,Geosciences - Geophysics,2020,mention
john brown university,yale university,Engineering - Environmental Engineering,2020,mention
brigham young university hawaii,undecided,Social Sciences - Political Science,2020,mention
university of colorado at boulder,ohio university,Engineering - Bioengineering,2020,mention
university of california santa cruz,san francisco state university,Life Sciences - Ecology,2020,mention
yale university,university of california los angeles,Psychology - Developmental Psychology,2020,mention
university of oklahoma,university of oklahoma,Engineering - Biomedical Engineering,2020,mention
skidmore college,michigan state university,Life Sciences - Genomics,2020,mention
university of puerto ricorio piedras,university of puerto ricorio piedras,Chemistry - other (specify) - Materials,2020,mention
university of puerto rico,university of puerto ricorio piedras,Life Sciences - Evolutionary Biology,2020,mention
northwestern university,undecided,Social Sciences - Linguistics,2020,mention
williams college,undecided,Psychology - Cognitive Neuroscience,2020,mention
university of california santa barbara,university of alabama at tuscaloosa,Life Sciences - Evolutionary Biology,2020,mention
clemson university,clemson university,Engineering - Mechanical Engineering,2020,mention
kenyon college,state university of new york system,Psychology - Social Psychology,2020,mention
west chester university of pennsylvania,vanderbilt university,Life Sciences - Cell Biology,2020,mention
stanford university,university of california berkeley,Comp/IS/Eng - Data Mining and Information Retrieval,2020,mention
brigham young university hawaii,new jersey institute of technology,Mathematical Sciences - Applied Mathematics,2020,mention
wittenberg university,wittenberg university,Physics and Astronomy - Solid State Physics,2020,mention
university of utah,undecided,Life Sciences - Evolutionary Biology,2020,mention
clemson university,university of massachusetts at amherst,Life Sciences - Cell Biology,2020,mention
virginia commonwealth university,university of washington,Geosciences - Climate and Large-Scale Atmospheric Dynamics,2020,mention
north carolina state university,georgia institute of technology,Engineering - Mechanical Engineering,2020,mention
university of california santa barbara,texas state university,Social Sciences - Biological Anthropology,2020,mention
california state university east bay,university of california davis,Geosciences - Biogeochemistry,2020,mention
university of california santa cruz,northwestern university,Physics and Astronomy - Astronomy and Astrophysics,2020,mention
university of washington,university of oregon,Psychology - Cognitive Neuroscience,2020,mention
university of north carolina at chapel hill,duke university,Life Sciences - Cell Biology,2020,mention
university of new hampshire durham,university of new hampshire durham,Life Sciences - Ecology,2020,mention
north carolina state university,north carolina state university,Materials Research - Biomaterials,2020,mention
occidental college,undecided,Life Sciences - Ecology,2020,mention
missouri university of science and technology,missouri university of science and technology,Geosciences - Hydrology,2020,mention
liberty university,virginia polytech inst and state un,Life Sciences - Cell Biology,2020,mention
pomona college,university of washington,Life Sciences - Neurosciences,2020,mention
university of texas at dallas,university of texas at dallas,Physics and Astronomy - Astronomy and Astrophysics,2020,mention
marquette university,vanderbilt university,Engineering - Mechanical Engineering,2020,mention
university of florida,university of florida,Engineering - Aeronautical and Aerospace Engineering,2020,mention
syracuse university,cornell university,Life Sciences - Biochemistry,2020,mention
john brown university,university of wisconsinmadison,Geosciences - other (specify) - Remote sensing analysis,2020,mention
university of san diego,university of san diego,Life Sciences - Neurosciences,2020,mention
virginia polytech inst and state un,university of oklahoma,Psychology - Quantitative Psychology,2020,mention
state university of new york system,state university of new york system,Physics and Astronomy - Plasma Physics,2020,mention
colgate university,undecided,Life Sciences - Systems and Molecular Biology,2020,mention
university of illinois at urbanachampaign,northwestern university,Materials Research - Metallic Materials,2020,mention
university of wisconsinmadison,university of wyoming,Life Sciences - Evolutionary Biology,2020,mention
ohio university,university of wisconsinmadison,Chemistry - Chemical Catalysis,2020,mention
university of south florida,texas tech university,Life Sciences - Ecology,2020,mention
stanford university,vanderbilt university,Psychology - Developmental Psychology,2020,mention
university of west florida,university of west florida,Life Sciences - Systematics and Biodiversity,2020,mention
lebanon valley college,lebanon valley college,Life Sciences - Systems and Molecular Biology,2020,mention
john brown university,john brown university,Comp/IS/Eng - Machine Learning,2020,mention
state university of new york at binghamton,dartmouth college,Comp/IS/Eng - Robotics and Computer Vision,2020,mention
grand valley state university,cornell university,Comp/IS/Eng - Computer Systems and Embedded Systems,2020,mention
university of michigan  ann arbor,university of rochester,Physics and Astronomy - Astronomy and Astrophysics,2020,mention
university of california berkeley,university of california berkeley,Engineering - Mechanical Engineering,2020,mention
university of california berkeley,university of california berkeley,Life Sciences - Cell Biology,2020,mention
university of california santa barbara,undecided,Life Sciences - Ecology,2020,mention
chapman university,chapman university,Life Sciences - Environmental Biology,2020,mention
university of minnesota  twin cities,undecided,Life Sciences - Systems and Molecular Biology,2020,mention
university of west florida,university of california santa barbara,Materials Research - Physics of Materials,2020,mention
iowa state university,iowa state university,Chemistry - Chemical Catalysis,2020,mention
george washington university,new york university,Life Sciences - Neurosciences,2020,mention
university of southern indiana,university of southern indiana,Comp/IS/Eng - Robotics and Computer Vision,2020,mention
boston university,university of wisconsinmadison,Physics and Astronomy - Astronomy and Astrophysics,2020,mention
philadelphia university,rutgers university,Psychology - Cognitive Psychology,2020,mention
university of california santa barbara,university of california davis,Engineering - Environmental Engineering,2020,mention
rochester institute of tech,university of colorado at boulder,Geosciences - other (specify) - Remote Sensing,2020,mention
university of connecticut,university of connecticut,Social Sciences - Biological Anthropology,2020,mention
fort lewis college,university of wisconsinmadison,Life Sciences - Developmental Biology,2020,mention
university of maryland eastern shore,depaul university,Psychology - Developmental Psychology,2020,mention
elon university,university of maryland eastern shore,Psychology - Psycholinguistics,2020,mention
university of california merced,university of california merced,Life Sciences - Ecology,2020,mention
university of oxford,pennsylvania state university,Life Sciences - other (specify) - Agronomy,2020,mention
bates technical college,stanford university,Life Sciences - Cell Biology,2020,mention
university of southern indiana,university of illinois at chicago,Psychology - Developmental Psychology,2020,mention
western washington university,undecided,Geosciences - Paleoclimate,2020,mention
university of california santa cruz,yale university,Life Sciences - Genetics,2020,mention
universidad metropolitana,west chester university of pennsylvania,Life Sciences - Neurosciences,2020,mention
university of california berkeley,university of california berkeley,Comp/IS/Eng - Robotics and Computer Vision,2020,mention
kenyon college,michigan state university,Life Sciences - Ecology,2020,mention
georgia institute of technology,georgia institute of technology,Comp/IS/Eng - Algorithms and Theoretical Foundations,2020,mention
university of wisconsin  milwaukee,university of wisconsin  milwaukee,Geosciences - Climate and Large-Scale Atmospheric Dynamics,2020,mention
university of wisconsinmadison,university of nebraskalincoln,Psychology - Physiological Psychology,2020,mention
stanford university,stanford university,Comp/IS/Eng - Graphics and Visualization,2020,mention
university of california los angeles,undecided,Life Sciences - Genetics,2020,mention
west chester university of pennsylvania,boston university,Physics and Astronomy - Astronomy and Astrophysics,2020,mention
university of texas at dallas,cornell university,Life Sciences - Microbial Biology,2020,mention
university of san diego,university of san diego,Geosciences - Marine Biology,2020,mention
university of california berkeley,university of minnesota  twin cities,"Mathematical Sciences - Algebra, Number Theory, and Combinatorics",2020,mention
university of alabama at tuscaloosa,west chester university of pennsylvania,Life Sciences - Cell Biology,2020,mention
university of kentucky,yale university,Life Sciences - Cell Biology,2020,mention
university of nebraska omaha,california institute of technology,Life Sciences - Biochemistry,2020,mention
university of north carolina at chapel hill,university of north carolina at chapel hill,Engineering - Biomedical Engineering,2020,mention
university of denver,community college of denver,Geosciences - Geophysics,2020,mention
brigham young university hawaii,undecided,Social Sciences - Economics,2020,mention
colby community college,university of miami,Life Sciences - Physiology,2020,mention
university of washington,university of washington,Life Sciences - Neurosciences,2020,mention
university of michigan  ann arbor,undecided,Life Sciences - Microbial Biology,2020,mention
university of delaware,university of washington,Comp/IS/Eng - Robotics and Computer Vision,2020,mention
university of illinois at urbanachampaign,university of illinois at chicago,Life Sciences - Biophysics,2020,mention
pennsylvania state university,pennsylvania state university,Life Sciences - other (specify) - Plant Biology,2020,mention
johns hopkins university applied physics laboratory,university of southern california,Engineering - Biomedical Engineering,2020,mention
richard bland college of the college of william and mary,undecided,Life Sciences - Ecology,2020,mention
university of washington,undecided,Social Sciences - Political Science,2020,mention
dartmouth college,university of texas at austin,Psychology - Cognitive Psychology,2020,mention
university of illinois at chicago,florida state university,Life Sciences - Ecology,2020,mention
montana state university  northern,montana state university  northern,Engineering - Mechanical Engineering,2020,mention
university of colorado at boulder,university of colorado at boulder,Life Sciences - Biochemistry,2020,mention
george washington university,george washington university,Engineering - Mechanical Engineering,2020,mention
columbia university,stanford university,Engineering - Aeronautical and Aerospace Engineering,2020,mention
smith college,california institute of technology,Life Sciences - Systems and Molecular Biology,2020,mention
texas christian university,texas christian university,Chemistry - Chemical Catalysis,2020,mention
oberlin college,rensselaer polytechnic institute,Physics and Astronomy - other (specify) - Acoustics,2020,mention
university of miami,university of delaware,Engineering - Biomedical Engineering,2020,mention
williams college,western washington university,Geosciences - other (specify) - Planetary Geology,2020,mention
mississippi valley state university,mississippi valley state university,Engineering - Mechanical Engineering,2020,mention
western state colorado university,western state colorado university,Life Sciences - Ecology,2020,mention
university of wisconsinmadison,university of wisconsinmilwaukee,Psychology - Social/Affective Neuroscience,2020,mention
university of michigan  ann arbor,massachusetts institute of technology,Geosciences - Geophysics,2020,mention
north carolina state university,boston university,Life Sciences - Neurosciences,2020,mention
university of west florida,university of west florida,Engineering - Electrical and Electronic Engineering,2020,mention
wake forest university,university of north carolina at chapel hill,Psychology - Developmental Psychology,2020,mention
university of california berkeley,undecided,Life Sciences - Microbial Biology,2020,mention
clemson university,clemson university,Comp/IS/Eng - Computational Science and Engineering,2020,mention
vanderbilt university,vanderbilt university,Life Sciences - Bioinformatics and Computational Biology,2020,mention
state university of new york at stony brook,state university of new york at binghamton,Psychology - Perception and Psychophysics,2020,mention
carleton college,undecided,Geosciences - Climate and Large-Scale Atmospheric Dynamics,2020,mention
colorado northwestern community college,undecided,Life Sciences - Neurosciences,2020,mention
rutgers university,emory university,Engineering - Biomedical Engineering,2020,mention
cornell university,stanford university,Chemistry - Chemistry of Life Processes,2020,mention
university of colorado at boulder,university of colorado at boulder,Chemistry - Chemical Synthesis,2020,mention
harvard university,harvard university,Physics and Astronomy - Astronomy and Astrophysics,2020,mention
suny at albany,undecided,Engineering - Biomedical Engineering,2020,mention
iowa state university,iowa state university,Life Sciences - Ecology,2020,mention
university of california irvine,university of california irvine,Physics and Astronomy - Particle Physics,2020,mention
university of maryland eastern shore,university of rochester,Psychology - Social/Affective Neuroscience,2020,mention
university of illinois at chicago,georgia institute of technology,Engineering - Electrical and Electronic Engineering,2020,mention
university of californiaberkeley,university of southern california,Psychology - Neuropsychology,2020,mention
university of california santa barbara,yale university,Physics and Astronomy - Astronomy and Astrophysics,2020,mention
university of san francisco,university of california berkeley,Social Sciences - Geography,2020,mention
california state university san bernardino,stanford university,Life Sciences - Neurosciences,2020,mention
university of maryland eastern shore,johns hopkins university applied physics laboratory,Life Sciences - Microbial Biology,2020,mention
wesleyan university,duke university,Chemistry - Chemical Synthesis,2020,mention
mcgill university,cornell university,Comp/IS/Eng - Machine Learning,2020,mention
oberlin college,purdue university northwest,Geosciences - Geochemistry,2020,mention
university of colorado at boulder,duke university,Engineering - Biomedical Engineering,2020,mention
western washington university,western washington university,Comp/IS/Eng - Human Computer Interaction,2020,mention
vassar college,northwestern university,"Chemistry - Chemical Structure, Dynamics, and Mechanism",2020,mention
trinity university,ohio university,Life Sciences - Ecology,2020,mention
university of west florida,florida state university,Social Sciences - Archaeology,2020,mention
university of north georgia,undecided,Engineering - Materials Engineering,2020,mention
university of southern california,massachusetts institute of technology,Geosciences - Geobiology,2020,mention
north carolina state university,arizona state university,Engineering - Mechanical Engineering,2020,mention
university of maryland baltimore county,arizona state university,Engineering - Biomedical Engineering,2020,mention
university of arizona,university of arizona,Life Sciences - other (specify) - Natural Resources: Wildlife Conservation and M,2020,mention
boston university,undecided,Psychology - Developmental Psychology,2020,mention
texas am university main campus,pennsylvania state university,Life Sciences - Microbial Biology,2020,mention
northwestern university,university of michigan  ann arbor,Social Sciences - Sociology,2020,mention
pennsylvania state university,west chester university of pennsylvania,Life Sciences - Microbial Biology,2020,mention
carleton college,duke university,Psychology - Cognitive Psychology,2020,mention
depaul university,michigan state university,Life Sciences - Physiology,2020,mention
the college of new jersey,university of north carolina at chapel hill,Chemistry - Chemical Catalysis,2020,mention
portland state university,portland state university,Engineering - Mechanical Engineering,2020,mention
university of texas at austin,north carolina state university,Engineering - Environmental Engineering,2020,mention
university of denver,university of washington,Engineering - Energy Engineering,2020,mention
mount holyoke college,cornell university,Engineering - Electrical and Electronic Engineering,2020,mention
state university of new york at albany,university of michigan  ann arbor,Geosciences - Climate and Large-Scale Atmospheric Dynamics,2020,mention
purdue university northwest,purdue university northwest,Engineering - Electrical and Electronic Engineering,2020,mention
rutgers university,rutgers university,Comp/IS/Eng - Computational Science and Engineering,2020,mention
california state universitylong beach,emory university,Life Sciences - Neurosciences,2020,mention
princeton university,princeton university,Physics and Astronomy - Astronomy and Astrophysics,2020,mention
university of west florida,undecided,Life Sciences - Organismal Biology,2020,mention
princeton university,princeton university,Physics and Astronomy - Condensed Matter Physics,2020,mention
georgetown university,northwestern university,"Chemistry - Macromolecular, Supramolecular, and Nanochemistry",2020,mention
university of southern maine,university of idaho,Life Sciences - Ecology,2020,mention
san diego state university,university of oregon,Life Sciences - Neurosciences,2020,mention
cornell university,john brown university,Psychology - Computational Psychology,2020,mention
beloit college,university of minnesota  twin cities,Social Sciences - Political Science,2020,mention
trevecca nazarene university,iowa state university,Life Sciences - Environmental Biology,2020,mention
university of michigan  ann arbor,university of michigan  ann arbor,Social Sciences - Economics,2020,mention
university of puerto rico,west chester university of pennsylvania,Life Sciences - Microbial Biology,2020,mention
university of puerto ricorio piedras,university of puerto ricorio piedras,Life Sciences - Neurosciences,2020,mention
florida state university,university of west florida,Life Sciences - Physiology,2020,mention
university of nebraska lincoln,university of nebraska lincoln,Geosciences - Marine Biology,2020,mention
sonoma state university,sonoma state university,Life Sciences - Physiology,2020,mention
university of arizona,university of utah,Life Sciences - Developmental Biology,2020,mention
university of the district of columbia,university of california berkeley,Materials Research - Chemistry of Materials,2020,mention
idaho state university,university of colorado at boulder,Life Sciences - Biochemistry,2020,mention
yale university,stanford university,Comp/IS/Eng - Robotics and Computer Vision,2020,mention
rhode island college,john brown university,Life Sciences - Cell Biology,2020,mention
university of michigan  ann arbor,north carolina state university,Engineering - Biomedical Engineering,2020,mention
university of rochester,california institute of technology,Chemistry - Chemical Synthesis,2020,mention
union county college,ohio university,Psychology - Neuropsychology,2020,mention
university of california berkeley,university of california berkeley,Life Sciences - Systems and Molecular Biology,2020,mention
reed college,undecided,Life Sciences - Neurosciences,2020,mention
california institute of technology,california institute of technology,Geosciences - other (specify) - Planetary Science,2020,mention
university of new england,university of southern indiana,Life Sciences - Organismal Biology,2020,mention
pennsylvania state university,cornell university,Life Sciences - Cell Biology,2020,mention
university of california berkeley,university of illinois at chicago,Geosciences - Climate and Large-Scale Atmospheric Dynamics,2020,mention
university of pennsylvania,state university of new york at binghamton,"Chemistry - Chemical Structure, Dynamics, and Mechanism",2020,mention
appalachian state university,duke university,Life Sciences - Cell Biology,2020,mention
university of washington,university of washington,Social Sciences - Sociology,2020,mention
california institute of technology,california institute of technology,"Materials Research - Materials, other (specify) - Photovoltaic Materials",2020,mention
skidmore college,undecided,Life Sciences - Bioinformatics and Computational Biology,2020,mention
university of california berkeley,massachusetts institute of technology,Materials Research - Polymers,2020,mention
amherst college,university of washington,Geosciences - Chemical Oceanography,2020,mention
university of vermont,undecided,Life Sciences - Ecology,2020,mention
loras college,georgia institute of technology,"Chemistry - Chemical Theory, Models and Computational Methods",2020,mention
purdue university northwest,purdue university northwest,Comp/IS/Eng - Computational Science and Engineering,2020,mention
university of washington,stanford university,Life Sciences - Developmental Biology,2020,mention
university of illinois at urbanachampaign,california institute of technology,Engineering - Mechanical Engineering,2020,mention
university of alberta,harvard university,Life Sciences - Microbial Biology,2020,mention
north carolina state university,north carolina state university,Engineering - Civil Engineering,2020,mention
university of illinois at chicago,massachusetts institute of technology,Life Sciences - Biochemistry,2020,mention
university of illinois at chicago,university of north carolina at chapel hill,Life Sciences - Genomics,2020,mention
chaminade university of honolulu,chaminade university of honolulu,Psychology - Developmental Psychology,2020,mention
case western reserve university,case western reserve university,Life Sciences - Microbial Biology,2020,mention
university of maryland college park,university of delaware,Engineering - Chemical Engineering,2020,mention
university of californiaberkeley,university of michigan  ann arbor,Engineering - Civil Engineering,2020,mention
berry college,university of cincinnati,Life Sciences - Ecology,2020,mention
university of the district of columbia,university of the district of columbia,Engineering - Biomedical Engineering,2020,mention
university of washington,johns hopkins university applied physics laboratory,Life Sciences - Neurosciences,2020,mention
rice university,stanford university,Engineering - Bioengineering,2020,mention
princeton university,university of illinois at chicago,Geosciences - other (specify) - Mineral Physics,2020,mention
university of california berkeley,university of california berkeley,Comp/IS/Eng - Machine Learning,2020,mention
pennsylvania state university,university of wisconsinmadison,Life Sciences - Microbial Biology,2020,mention
university of michigan  ann arbor,northwestern university,Materials Research - Chemistry of Materials,2020,mention
university of california davis,university of california riverside,Life Sciences - Environmental Biology,2020,mention
suny university at buffalo,university of illinois at urbanachampaign,Chemistry - Chemical Catalysis,2020,mention
university of texas at austin,university of texas at austin,Comp/IS/Eng - Computer Systems and Embedded Systems,2020,mention
university of illinois at chicago,university of wisconsinmadison,Chemistry - Chemical Measurement and Imaging,2020,mention
university of hawaii at hilo,university of hawaii at hilo,Life Sciences - Evolutionary Biology,2020,mention
stanford university,stanford university,Engineering - Chemical Engineering,2020,mention
university of california los angeles,yale university,Life Sciences - other (specify) - Immunology,2020,mention
university of southern maine,university of utah,Engineering - Biomedical Engineering,2020,mention
state university of new york system,undecided,Psychology - Developmental Psychology,2020,mention
rutgers university,rutgers university,Engineering - Biomedical Engineering,2020,mention
saint marys college of california,university of california los angeles,"Chemistry - Macromolecular, Supramolecular, and Nanochemistry",2020,mention
university of california santa cruz,undecided,Life Sciences - Ecology,2020,mention
princeton university,duke university,Psychology - Cognitive Psychology,2020,mention
georgia state university,georgia state university,Life Sciences - Neurosciences,2020,mention
university of illinois at urbanachampaign,university of colorado at boulder,Life Sciences - Biophysics,2020,mention
chabot college,university of california irvine,Geosciences - Biogeochemistry,2020,mention
north carolina state university,emory university,Life Sciences - Genomics,2020,mention
university of kansas,university of kansas,Life Sciences - Genomics,2020,mention
muhlenberg college,university of the district of columbia,Life Sciences - Cell Biology,2020,mention
richard bland college of the college of william and mary,michigan state university,Life Sciences - Genomics,2020,mention
purdue university northwest,purdue university northwest,Life Sciences - Neurosciences,2020,mention
dartmouth college,undecided,Comp/IS/Eng - Graphics and Visualization,2020,mention
georgetown university,undecided,Social Sciences - Economics,2020,mention
university of illinois at chicago,state university of new york system,Mathematical Sciences - Probability,2020,mention
university of pittsburgh​titusville,arizona state university,STEM Education and Learning Research - Engineering Education,2020,mention
purdue university northwest,princeton university,Comp/IS/Eng - Algorithms and Theoretical Foundations,2020,mention
university of california berkeley,university of california berkeley,Chemistry - Chemical Synthesis,2020,mention
university of miami,university of idaho,Geosciences - Tectonics,2020,mention
case western reserve university,case western reserve university,Life Sciences - Genetics,2020,mention
virginia state university,university of washington,Life Sciences - Bioinformatics and Computational Biology,2020,mention
university of tulsa,virginia commonwealth university,Engineering - Chemical Engineering,2020,mention
university of toronto,university of the district of columbia,Life Sciences - Microbial Biology,2020,mention
murray state university,university of west florida,Comp/IS/Eng - Robotics and Computer Vision,2020,mention
case western reserve university,university of pittsburgh​titusville,Engineering - Bioengineering,2020,mention
university of saint thomas tx,vanderbilt university,Life Sciences - Biochemistry,2020,mention
northwestern university,johns hopkins university applied physics laboratory,Engineering - Biomedical Engineering,2020,mention
university of california irvine,university of california irvine,Comp/IS/Eng - Robotics and Computer Vision,2020,mention
university of california davis,undecided,Geosciences - Marine Biology,2020,mention
chaminade university of honolulu,rutgers university,Life Sciences - Structural Biology,2020,mention
george mason university,georgia institute of technology,Physics and Astronomy - other (specify) - Fluid Dynamics,2020,mention
drexel university,pennsylvania state university,Physics and Astronomy - Astronomy and Astrophysics,2020,mention
university of california berkeley,university of san francisco,Life Sciences - Biophysics,2020,mention
western washington university,western washington university,Psychology - Developmental Psychology,2020,mention
university of vermont,university of california berkeley,Life Sciences - Cell Biology,2020,mention
university of texas at el paso,university of pittsburgh​titusville,Psychology - Cognitive Psychology,2020,mention
university of california los angeles,university of california los angeles,Engineering - Electrical and Electronic Engineering,2020,mention
university of texas at san antonio,university of texas at san antonio,Chemistry - Chemistry of Life Processes,2020,mention
university of southern california,california institute of technology,Life Sciences - Developmental Biology,2020,mention
university of texas at austin,university of california irvine,"Chemistry - Chemical Theory, Models and Computational Methods",2020,mention
urban college of boston,georgia institute of technology,Engineering - Industrial Engineering and Operations Research,2020,mention
oregon state university,oregon state university,Life Sciences - Microbial Biology,2020,mention
cornell university,cornell university,Geosciences - Marine Biology,2020,mention
arkansas state university,northern arizona university,Physics and Astronomy - other (specify) - Astronomy and Planetary Science,2020,mention
university of california irvine,university of california irvine,Life Sciences - Microbial Biology,2020,mention
university of california berkeley,university of california riverside,Life Sciences - Microbial Biology,2020,mention
lafayette college,university of wisconsinmadison,Chemistry - Chemical Synthesis,2020,mention
lake forest college,university of california berkeley,Life Sciences - other (specify) - Integrative Biology,2020,mention
st marys college of maryland,northwestern university,Life Sciences - Ecology,2020,mention
central michigan university,central michigan university,Life Sciences - Ecology,2020,mention
georgia state university,university of alabama at birmingham,Psychology - Neuropsychology,2020,mention
suny college at geneseo,university of the district of columbia,Mathematical Sciences - Biostatistics,2020,mention
hendrix college,university of san diego,Geosciences - Atmospheric Chemistry,2020,mention
marist college,university of north carolina at chapel hill,Life Sciences - Genetics,2020,mention
university of colorado at boulder,new mexico state university​dona ana,Life Sciences - Ecology,2020,mention
temple university,michigan state university,Life Sciences - Ecology,2020,mention
dickinson college,undecided,Social Sciences - Sociology,2020,mention
northwestern university,university of california los angeles,Engineering - Bioengineering,2020,mention
hamilton college,undecided,Geosciences - Biological Oceanography,2020,mention
ithaca college,undecided,Life Sciences - Evolutionary Biology,2020,mention
university of pittsburgh​titusville,johns hopkins university applied physics laboratory,Life Sciences - Proteomics,2020,mention
university of illinois at chicago,university of illinois at chicago,Engineering - Chemical Engineering,2020,mention
massachusetts institute of technology,university of the district of columbia,Chemistry - Chemical Catalysis,2020,mention
louisiana state university,louisiana state university,Physics and Astronomy - Theoretical Physics,2020,mention
university of chile,university of chile,Physics and Astronomy - Theoretical Physics,2020,mention
university of california davis,princeton university,Life Sciences - other (specify) - Molecular Biology,2020,mention
middlebury college,middlebury college,Life Sciences - Ecology,2020,mention
california state universitybakersfield,university of california riverside,Life Sciences - Genetics,2020,mention
university of californiaberkeley,university of texas at austin,Mathematical Sciences - Topology,2020,mention
university of the district of columbia,undecided,Psychology - Cognitive Neuroscience,2020,mention
dartmouth college,university of washington,Life Sciences - other (specify) - Immunology,2020,mention
university of illinois at urbanachampaign,university of massachusetts at amherst,Physics and Astronomy - Condensed Matter Physics,2020,mention
university of texas at austin,vanderbilt university,Life Sciences - Biochemistry,2020,mention
tufts university,university of washington,Social Sciences - Urban and Regional Planning,2020,mention
university of new mexico,university of new mexico,Mathematical Sciences - Computational and Data-enabled Science,2020,mention
university of california santa cruz,stanford university,Life Sciences - Cell Biology,2020,mention
university of california davis,undecided,Life Sciences - Environmental Biology,2020,mention
university of california irvine,university of california san diego,Chemistry - Chemistry of Life Processes,2020,mention
university of texas at san antonio,university of texas at san antonio,Life Sciences - Neurosciences,2020,mention
university of puerto ricorio piedras,university of puerto ricorio piedras,Chemistry - Chemistry of Life Processes,2020,mention
cuny macaulay honors college,cuny macaulay honors college,Life Sciences - Evolutionary Biology,2020,mention
dordt college,university of michigan  ann arbor,Life Sciences - Biochemistry,2020,mention
sacred heart university,university of texas southwestern medical center,Life Sciences - Biophysics,2020,mention
adelphi university,university of miami,"Chemistry - Chemical Theory, Models and Computational Methods",2020,mention
milwaukee school of engineering,purdue university northwest,Life Sciences - Bioinformatics and Computational Biology,2020,mention
university of arizona,arizona state university,Geosciences - Geochemistry,2020,mention
university of colorado at boulder,montana state university  northern,Engineering - Mechanical Engineering,2020,mention
syracuse university,syracuse university,Life Sciences - other (specify) - Plant Biotechnology,2020,mention
university of arizona,university of southern california,Life Sciences - Cell Biology,2020,mention
san diego state university,san diego state university,Life Sciences - Neurosciences,2020,mention
boston university,west chester university of pennsylvania,Engineering - Bioengineering,2020,mention
rutgers university,rutgers university,Social Sciences - Economics,2020,mention
university of tennessee knoxville,university of tennessee knoxville,Life Sciences - Cell Biology,2020,mention
